,fr,hr,fl,hl
391,0.5969863131264823,0.9041050372786028,8.96990881862488,0.5120399586044228
392,0.6108281942444829,0.693890304862212,8.716702011160145,0.5085716569493214
393,0.6075947091877258,0.7352271313720551,8.845128997048725,0.5294910639224438
394,0.614425806753913,0.7013995973591068,8.79109425883625,0.5139929020948948
395,0.6132852590650202,0.7274322885420699,8.831549849852438,0.5382433313033785
396,0.6127032642604131,0.7170452973227648,8.770907974022315,0.5200075617380765
397,0.6131984895259501,0.5565774883733612,8.9395452356407,0.5408201532651058
398,0.6214834002038867,0.6373835573393234,9.463813502018795,0.5264543673715918
399,0.6295392239315738,0.5791771469783956,9.46197781429905,0.5343633370528764
400,0.6226668618536236,0.5569180577984443,9.466162741873498,0.41846176192408724
401,0.6279710981788243,0.5171576767535102,9.616684531353474,0.4140585208819768
402,0.6247155480664902,0.5537806555442475,9.293075373460088,0.4456918559371249
403,0.6233525928255934,0.5189615211640779,9.54736711498061,0.4451442103963222
404,0.6071853103756892,0.5246000429583129,9.329209662229504,0.516939233707706
405,0.6181492234146467,0.5046232664026623,9.774168772144607,0.4931379016474431
406,0.6087672441996428,0.5217708290882084,9.747354149275289,0.5100564541450101
407,0.617317706067841,0.4873159057524777,9.720071394534127,0.43113280490236705
408,0.6093363417090077,0.5167815759191585,9.89864657486018,0.43430562089037367
409,0.6168592711653889,0.514807244121156,10.579318248672173,0.4246057587978269
410,0.6097457124632284,0.502784626499656,10.39321117626998,0.49367247744299175
411,0.616470053291638,0.5266697251455246,10.510193140337083,0.4750200498174708
412,0.6101294384660657,0.4755108289712986,10.424028547602763,0.4950893267668066
413,0.6160842128984578,0.5356067577980117,10.491035875244346,0.402737621915339
414,0.6105211628021225,0.5371379398266278,10.438224585032144,0.39342301912556193
415,0.6156850778748868,0.5349174967155463,10.479075748840067,0.3893981597155613
416,0.6026680944108977,0.5379438120926107,10.449833794740147,0.3990372085474041
417,0.6140007489056539,0.5340872360383866,10.464348213176773,0.3833419528153379
418,0.6113467817969118,0.5387356526010478,10.498314763614811,0.4325947662482763
419,0.6034934747479227,0.5333771732377202,10.556168833149332,0.38276266737115305
420,0.6117711095548513,0.5393346488890136,10.529205417692552,0.5075034408688454
421,0.5870950011201828,0.5329075986094405,10.543919444096467,0.4952536200073021
422,0.6121921584013665,0.5396654047322844,10.53893979300154,0.5614512003012629
423,0.6399641426337852,0.532717453002229,10.533205671847547,0.49649504780686243
424,0.6126006288659904,0.5397197539480787,10.55818278351586,0.5674602297011042
425,0.7289583580611504,0.5327882621790876,10.264280638103346,0.4989031572304263
426,0.7296310669038638,0.539539635862591,10.303655017219466,0.5688998597240574
427,0.9031417915929596,0.5330570630526505,9.363083153955335,0.5024736361842115
428,0.9012901806616727,0.5392073689027628,9.371726570826226,0.5677478255673201
429,0.9076782791919429,0.5334227656534831,9.316866290141032,0.5072085375905365
430,0.9098106969296649,0.5388440325401167,10.110814906033777,0.5556440680879879
431,0.9094900749970616,0.4608250980748498,10.099605095565913,0.4341299413319092
432,0.9084156197072085,0.47841185764776517,10.116434986424615,0.45957776992789634
433,0.9106720995035316,0.533766794731819,10.259539001220359,0.43895400988308764
434,0.9073126183468228,0.5389268257908132,10.586396237687367,0.3760901930837497
435,0.9118294275547525,0.5328769462244617,10.550329222334696,0.37597766290553136
436,0.9058812558556282,0.5410888254581632,10.555343198366101,0.3753803827099514
437,0.9141221997598211,0.5269664343708336,10.563730665094809,0.37651301819275573
438,0.8374905276863207,0.5878789821229888,10.54576547253586,0.37486603477805935
439,0.7285529459994654,0.6041547108124312,10.488966121993332,0.3771078214602198
440,0.7302673674536049,0.6078682805386396,10.534823134466475,0.3740965796538253
441,0.7286700136876607,0.5376401892786056,10.509536156464595,0.3781717374462278
442,0.7297272446552825,0.5457778098175448,10.144092310381684,0.37254622752749195
443,0.7288019776332222,0.537272387256587,10.292295750313006,0.39404515379542815
444,0.7295917968330408,0.5469326770376858,10.04224335370648,0.36961199626052654
445,0.7289383747830962,0.5348355663429114,10.590807019138111,0.4009004272674437
446,0.6746673876173483,0.5525835439597048,10.845474956992504,0.4484707668061445
447,0.6657405961076742,0.5679259724636786,10.324535302438399,0.47095581975846434
448,0.6716709195780672,0.619686740806287,9.153640504541258,0.43683373388799096
449,0.6670661939636509,0.6307283313417791,9.044137804837826,0.43907884358585647
